"","AGI","CV","geom_mean"
"101","AT1G01920",0.388951732229755,451.839507005941
"102","AT1G01930",1.20009337949667,342.037303946731
"104","AT1G01950",0.325633857658477,506.847229193969
"105","AT1G01960",0.289756443431403,2556.66896502668
"106","AT1G01970",0.880395466557656,442.495061353349
"108","AT1G01990",0.415413330313027,432.518690386397
"109","AT1G02000",6.62970424145403,437.687286265284
"110","AT1G02010",5.02705872530137,263.216928550278
"111","AT1G02020",0.827523536516146,332.628248327497
"114","AT1G02050",5.14472841193369,189.913089609284
"119","AT1G02080",0.263681023506825,3128.3105988602
"120","AT1G02090",0.346336802769303,1095.52132980581
"121","AT1G02100",0.833074214241388,804.532925032297
"122","AT1G02110",0.547514022521398,643.024029983522
"123","AT1G02120",0.505084959392709,1450.89811351907
"124","AT1G02130",0.226559669943664,1110.03485656856
"126","AT1G02140",0.355198675751096,3572.45372559672
"127","AT1G02145",0.238525372681493,537.466302698738
"128","AT1G02150",0.700668511844592,1375.49870383233
"129","AT1G02160",0.394514107562344,536.707592893673
"130","AT1G02170",2.42303367975242,538.141030438296
"131","AT1G02180",0.710123232693492,158.704556385514
"133","AT1G02205",1.45559274145657,1385.42186121472
"139","AT1G02260",0.429413731814765,410.603978841254
"140","AT1G02270",0.464074668349627,444.119751110155
"141","AT1G02280",0.675326202722048,1364.33332532591
"144","AT1G02305",0.85996160150411,1974.63870219538
"147","AT1G02330",0.313371344860249,742.100979780049
"150","AT1G02350",0.697552900437337,27.5664629774605
"153","AT1G02380",2.27624525756202,73.2789000904636
"157","AT1G02410",0.405404828357682,537.508201724445
"167","AT1G02500",0.840298882713438,5455.32700297538
"173","AT1G02560",0.621529956318953,3603.96105726674
"182","AT1G02640",2.4413364429673,558.264688586079
"184","AT1G02660",3.90314672790705,545.768893053522
"185","AT1G02670",1.08832634442555,67.5116471738258
"188","AT1G02690",0.804318100443262,561.946939319225
"192","AT1G02720",0.496768877380036,371.20187164193
"194","AT1G02740",0.309419902368005,277.222705565013
"198","AT1G02780",0.643253497538002,15389.5185904581
"203","AT1G02816",1.44646424828018,400.932239664061
"206","AT1G02840",0.540638383025877,3003.87384688718
"210","AT1G02880",0.661300217119796,293.817990349533
"211","AT1G02890",0.916540990054098,2151.00399385412
"213","AT1G02910",0.702619722350156,745.392397754054
"219","AT1G02960",0.400820175169104,399.607725648073
"223","AT1G02990",1.15381635103323,661.693138757538
"224","AT1G03000",0.335439753992899,606.603691764552
"227","AT1G03030",1.17658471389766,471.030988812995
"231","AT1G03060",1.98976474742697,1854.66461987362
"233","AT1G03080",0.565940169719835,2017.64069395767
"234","AT1G03090",1.06256937538319,711.313991162913
"238","AT1G03110",0.703739741918946,399.97016274387
"240","AT1G03130",1.21990022051681,2017.52494215834
"241","AT1G03140",0.743804832019453,1225.74799902567
"242","AT1G03150",0.462926190463969,337.963134771835
"246","AT1G03180",1.1191122055373,83.9881884694044
"249","AT1G03210",2.57805030520786,298.232706347901
"250","AT1G03220",3.24342152323573,648.569738934943
"251","AT1G03230",1.78966366244336,418.448129840916
"253","AT1G03250",0.970479239484739,630.074667507507
"254","AT1G03260",1.16053713433724,210.329039295095
"256","AT1G03280",0.504434913987363,935.039141595436
"257","AT1G03290",0.709357657945036,810.619061645863
"259","AT1G03310",0.737715042112314,762.909134471654
"264","AT1G03350",0.350237690939478,1199.88433517788
"265","AT1G03360",0.705883769123932,327.170191172259
"266","AT1G03365",0.183034124725695,554.64380043982
"267","AT1G03370",2.11667863161362,652.547792109256
"268","AT1G03380",0.782854626965466,733.348423429115
"278","AT1G03470",2.82706124762546,295.931591240146
"281","AT1G03495",0.881788966323954,50.9363407869674
"286","AT1G03520",0.664474550715319,266.097465448594
"290","AT1G03550",2.16146460814654,36.1008678095383
"291","AT1G03560",0.26219094051817,231.949452903773
"294","AT1G03590",0.658447730741804,802.064673493804
"295","AT1G03600",1.0516005619534,1534.82055779117
"296","AT1G03610",3.82374886671424,589.259473177706
"298","AT1G03630",1.15010523756012,1159.83510955494
"303","AT1G03680",0.983984936225091,1881.77607900826
"304","AT1G03687",0.383846091642642,310.437563969829
"309","AT1G03740",1.06966194379868,512.333264517463
"312","AT1G03750",0.922531596775637,210.264747142314
"313","AT1G03760",0.993666211147334,252.596282940668
"314","AT1G03770",1.89330856645566,231.054391180666
"320","AT1G03830",0.601113734784491,477.159395843307
"323","AT1G03860",0.420512246419557,1496.94571321198
"327","AT1G03900",2.28902396567664,1735.97037988578
"328","AT1G03905",1.42512332647837,91.325277959946
"329","AT1G03910",0.527015158437633,1598.70220443895
"331","AT1G03930",1.80183645277416,662.032033594559
"335","AT1G03960",1.0912007567515,326.990909391518
"336","AT1G03970",0.627219911751281,284.928366105955
"343","AT1G04000",0.755688604213184,330.344235101811
"346","AT1G04010",0.415680621379363,294.738946577426
"352","AT1G04030",0.727215682047687,271.077129902243
"358","AT1G04050",0.888364027053118,198.052720665613
"363","AT1G04070",0.672490710715248,247.820734356382
"366","AT1G04080",0.257831448621395,2730.25765965478
"372","AT1G04100",0.709790237680127,68.1154484025531
"377","AT1G04120",0.375268626342346,3211.77807762211
"380","AT1G04130",0.365799834808604,280.095093463261
"383","AT1G04140",1.3095123896187,2455.36425360191
"389","AT1G04160",3.93684438699771,442.546414424541
"392","AT1G04170",0.396352784041696,2642.93813653917
"398","AT1G04190",0.528292520464872,747.558908728865
"401","AT1G04200",0.364110949102828,647.491006870284
"404","AT1G04210",0.38963781243741,1621.33949338251
"410","AT1G04230",0.342029407472072,457.652006761286
"419","AT1G04260",0.500130709141939,334.856760677952
"422","AT1G04270",0.901407088389894,8333.45798197517
"432","AT1G04300",3.26534004733544,1888.26426414656
"435","AT1G04310",1.05492101741111,418.946947647635
"443","AT1G04340",0.476733904196422,748.54557327551
"446","AT1G04350",1.6286105579055,194.147141584681
"458","AT1G04390",0.363152900502482,308.246242508581
"461","AT1G04400",0.567934212769087,2453.01741586471
"464","AT1G04410",0.449182670203981,13932.739943864
"467","AT1G04420",1.09641383593074,840.859844799933
"471","AT1G04430",0.747225373675518,2174.04724213736
"474","AT1G04440",0.73929811227803,991.300585214003
"487","AT1G04480",0.743667711938392,3530.81043846726
"496","AT1G04510",0.366486776513935,1513.67824635201
"507","AT1G04550",0.506555647381753,569.842840250355
"519","AT1G04590",0.439145066279232,560.094055720974
"526","AT1G04620",0.569084601211658,885.114738632344
"529","AT1G04630",0.380717511931618,684.253814882095
"530","AT1G04635",1.06649603008943,74.6771046771694
"531","AT1G04640",0.899192094653329,306.475077229595
"543","AT1G04680",1.07605554716767,1209.05071579732
"546","AT1G04690",0.286057937204288,2405.74341726856
"549","AT1G04700",6.43110162711344,125.372936401167
"552","AT1G04710",1.16292942811996,488.955768076824
"557","AT1G04730",0.643614136805499,180.062978904295
"562","AT1G04750",0.308188640438892,2260.26237906451
"567","AT1G04770",0.714810438879973,443.741495597466
"570","AT1G04780",0.638611242796117,1511.8174794696
"573","AT1G04790",0.829269745623222,815.343558448724
"579","AT1G04810",0.272262102824537,1545.43629867971
"582","AT1G04820",1.74794428939367,9205.0643391107
"585","AT1G04830",1.16751673248689,408.13286229257
"588","AT1G04840",1.25490162701522,58.2843138549125
"590","AT1G04850",0.217349673929883,2461.97575767253
"593","AT1G04860",0.27194777236704,771.477836123412
"596","AT1G04870",0.646392234209429,704.020950272071
"606","AT1G04900",0.476146160924618,252.623696344786
"608","AT1G04910",0.264134195122865,752.643625607935
"614","AT1G04930",0.455548032569863,102.906321638651
"621","AT1G04950",0.28298019915012,568.916763938433
"624","AT1G04960",0.60775514672785,449.235586891416
"627","AT1G04970",1.05371050910896,609.132632508765
"630","AT1G04980",0.766547700952596,489.619880792532
"632","AT1G04985",4.03152212248987,644.555925135033
"634","AT1G04990",0.669437576980668,700.625748422568
"641","AT1G05010",1.92577032821225,435.825784769122
"647","AT1G05030",0.48274156554178,238.362207321531
"655","AT1G05055",0.316540613735915,336.076902800197
"657","AT1G05060",0.950767172023437,334.321650145795
"676","AT1G05120",1.19795134855878,955.394782844582
"683","AT1G05140",0.705036420978462,566.371259824056
"686","AT1G05150",0.424521778291036,1426.23918833151
"688","AT1G05160",0.957205981981407,349.749382851782
"701","AT1G05205",0.519803939189146,371.509215665847
"709","AT1G05230",0.609465920750316,292.961614663747
"721","AT1G05270",0.564200699719704,708.76253142635
"746","AT1G05350",0.545329164421255,793.425553554791
"749","AT1G05360",1.62341934737421,518.186469628032
"755","AT1G05380",3.07303279923392,1491.96506410084
"757","AT1G05385",0.811963841474287,238.680045063654
"763","AT1G05410",0.372937619901743,447.639080306478
"769","AT1G05430",0.267807239530398,578.577026914641
"787","AT1G05500",0.245305684615234,1265.11634635163
"791","AT1G05520",0.286000184111177,1308.48357330941
"807","AT1G05570",0.722785928150782,1292.89262871731
"823","AT1G05620",0.676473984655244,595.637534575412
"826","AT1G05630",2.92378791264705,516.019055293702
"829","AT1G05640",2.23537144556608,158.350924626307
"838","AT1G05670",0.294296618283011,218.489758321736
"850","AT1G05710",0.729967173563979,351.598019116684
"861","AT1G05750",0.618757548551806,171.398147733335
"870","AT1G05780",0.607740713158754,137.660574201292
"872","AT1G05785",0.508706683982131,210.049980417979
"874","AT1G05790",3.92513708025296,539.232496522993
"887","AT1G05830",0.613310893955694,991.645994639585
"891","AT1G05840",0.645754692539374,705.822077110619
"894","AT1G05850",0.816306810758887,7878.00223279432
"897","AT1G05860",0.29751008701797,290.993219009781
"900","AT1G05870",0.512545850375782,475.183967377003
"904","AT1G05890",0.698886542124136,1363.81252945872
"908","AT1G05900",0.548156185094347,227.357152340994
"911","AT1G05910",0.465515269204611,1105.4206709863
"919","AT1G05940",0.557636390744891,768.310235322796
"925","AT1G05960",5.63799180001287,1399.25539601153
"928","AT1G05970",0.505039406349307,187.620508924979
"954","AT1G06050",3.93405126176884,130.08753936928
"957","AT1G06060",0.378404196451021,482.267204251198
"960","AT1G06070",0.402347020722377,631.589268436877
"970","AT1G06110",1.29158988500076,721.700479191012
"976","AT1G06130",0.417243794590675,542.104138193459
"984","AT1G06150",0.437047405683299,686.463327933573
"994","AT1G06190",0.827571923381847,1162.78436264789
"996","AT1G06200",0.478634218727429,1338.06470144545
"999","AT1G06210",0.474473135524272,1067.97926567039
"1002","AT1G06220",0.380555287002604,1739.83107557108
"1005","AT1G06230",0.452864722997592,2038.03232314815
"1008","AT1G06240",0.447395750852826,226.068709521882
"1024","AT1G06290",1.23644176404525,1348.17919556746
"1058","AT1G06410",0.26855386769787,3720.45920432938
"1064","AT1G06430",2.36085179825856,776.320241574548
"1070","AT1G06450",0.890561199152731,37.5720254156735
"1073","AT1G06460",1.16443172435998,977.896748801532
"1076","AT1G06470",0.323082081231743,815.886180779579
"1082","AT1G06490",0.863901207957346,144.300969604547
"1087","AT1G06510",0.671941576741788,283.800881092302
"1089","AT1G06515",0.359342519074951,279.837746620801
"1100","AT1G06550",1.31525733441432,1376.37040765831
"1111","AT1G06590",0.496340543944858,343.053459326851
"1122","AT1G06630",0.545689330507041,505.72309924317
"1135","AT1G06670",0.372003610742341,1525.10157284507
"1138","AT1G06680",1.20059915180927,9195.82673155394
"1141","AT1G06690",0.858361750865284,436.423012647899
"1144","AT1G06700",5.6674616740038,1783.89085337315
"1153","AT1G06730",0.447963823908221,377.14276942546
"1156","AT1G06740",0.589316825951461,153.774473657793
"1162","AT1G06760",0.581035265214596,2978.91048766197
"1163","AT1G06770",3.66910236789838,232.729006252417
"1166","AT1G06780",0.836723206902362,454.66479952879
"1169","AT1G06790",0.535170877499918,262.762999968532
"1171","AT1G06800",2.68515636838789,91.7034970852836
"1174","AT1G06820",0.434061689651427,649.34122101585
"1179","AT1G06840",0.64607263135413,465.934242172627
"1180","AT1G06850",1.14809821782479,252.834927939437
"1186","AT1G06870",0.375170107158389,549.312281682354
"1191","AT1G06890",4.69625120666433,2117.64490919185
"1193","AT1G06900",0.371130763679783,1123.11989194724
"1211","AT1G06960",0.712215404597697,461.502791363755
"1223","AT1G07000",2.11669350147271,167.733063476696
"1229","AT1G07020",0.487986677887807,181.996806110221
"1233","AT1G07030",1.18798179434748,547.366599980597
"1234","AT1G07040",1.30818622522615,982.379893535357
"1239","AT1G07080",1.16869220911987,1783.99228261069
"1242","AT1G07110",0.707800350025913,1601.43076692069
"1253","AT1G07140",0.310603301395082,3639.61814222521
"1261","AT1G07170",0.504700685557846,447.119421314754
"1272","AT1G07210",0.658021940644187,1072.02027709977
"1273","AT1G07220",1.56522906276902,477.068790998132
"1274","AT1G07230",0.761492574555314,950.213448846219
"1277","AT1G07240",1.01323137499084,279.768528853832
"1280","AT1G07250",0.425583604613086,637.202320512547
"1283","AT1G07260",1.20905788099182,68.5127701459766
"1289","AT1G07280",1.01820331575005,814.911597164449
"1295","AT1G07300",1.48106343518574,94.5723209120829
"1297","AT1G07310",1.05572332347446,823.44597528194
"1301","AT1G07323",0.464288969163325,669.228255310974
"1309","AT1G07350",0.645433522834432,1194.92613273981
"1312","AT1G07360",0.453457660917795,1081.23878341387
"1323","AT1G07410",3.16883283963237,121.903897796914
"1326","AT1G07420",0.276633110180411,1132.64809683062
"1339","AT1G07470",1.86193197950341,396.163592483657
"1343","AT1G07480",2.15603488580817,363.286061968503
"1353","AT1G07510",1.05937789792288,1284.28727250043
"1376","AT1G07590",3.1153095542369,1180.94043886261
"1382","AT1G07610",3.05907307627125,70.0802911154229
"1384","AT1G07615",0.548675792782289,239.547980761384
"1389","AT1G07630",0.779835753651602,425.924731762683
"1395","AT1G07650",0.74397290320462,898.062941665227
"1398","AT1G07660",0.574073428807405,720.393607215023
"1401","AT1G07670",0.391437029513051,1950.09952389793
"1408","AT1G07700",0.773140426804765,431.09184831177
"1411","AT1G07705",0.278415002288448,703.69214272039
"1423","AT1G07740",0.378755156726911,120.46627957885
"1425","AT1G07745",1.20661424248341,129.879552381135
"1427","AT1G07750",1.13836440581414,1352.67447319912
"1433","AT1G07770",0.743248174945987,5105.8039847673
"1439","AT1G07790",0.843206843458807,1876.28652764193
"1445","AT1G07810",0.558060553394284,1143.98397493133
"1447","AT1G07820",0.794613495860927,1883.2169899382
"1450","AT1G07830",0.647001184935248,457.127427983533
"1462","AT1G07870",1.26434447271232,377.401093319016
"1469","AT1G07890",0.356973540668793,10535.8540402129
"1477","AT1G07910",0.479410732051738,522.727049962788
"1480","AT1G07920",0.592035064495944,3723.68493895012
"1483","AT1G07930",0.534741512655158,5475.82255258687
"1486","AT1G07940",0.548542782430796,4745.58543153549
"1489","AT1G07950",0.344790126046474,379.533694509205
"1491","AT1G07960",0.314144729719944,688.204108541389
"1497","AT1G07980",0.682855185092122,549.788077879552
"1501","AT1G07990",0.341119812291666,1298.25058084775
"1504","AT1G08000",0.43461507701318,292.329260268816
"1508","AT1G08010",0.434005204913483,621.961183852243
"1513","AT1G08030",4.14171339874708,592.132014495048
"1517","AT1G08040",0.77037495199107,848.599877925271
"1523","AT1G08060",0.732927273309831,813.784070386822
"1526","AT1G08070",0.551810753711231,63.1324740053703
"1538","AT1G08110",0.336689279244186,1819.68044203028
"1544","AT1G08125",0.260374511246393,398.412446126584
"1546","AT1G08130",0.877924589048834,1075.53981346841
"1564","AT1G08190",1.75061886400331,2399.07304888826
"1566","AT1G08200",0.644963672906537,4386.55840238773
"1571","AT1G08220",0.528662203440157,223.068134383502
"1581","AT1G08260",0.621946657579917,546.529354444527
"1587","AT1G08280",0.595926978626524,215.064374422296
"1593","AT1G08300",0.696761524612386,95.0912149793445
"1608","AT1G08350",0.476434478911327,264.306823558626
"1611","AT1G08360",0.595412585162863,6287.25324232263
"1614","AT1G08370",0.384016233208449,827.833967096568
"1616","AT1G08380",1.34918353468534,5812.42126705833
"1622","AT1G08400",0.32765588945422,145.899415351878
"1624","AT1G08410",0.62506205844759,510.037099531733
"1627","AT1G08420",2.07912475858212,1633.28988497767
"1638","AT1G08460",2.86714043772711,564.991557711156
"1641","AT1G08470",0.498375428448124,522.301996481884
"1644","AT1G08480",0.429743920268175,1465.65748283724
"1647","AT1G08490",0.526983935214074,624.475224267247
"1653","AT1G08510",2.82876935910401,3282.68625788011
"1656","AT1G08520",0.858149697588067,2056.37193312185
"1658","AT1G08530",0.419544768944355,237.07057326123
"1661","AT1G08540",0.986145530940897,1023.39177058549
"1664","AT1G08550",1.14966396609465,723.162570095765
"1670","AT1G08570",1.5697923838635,1581.08972799664
"1673","AT1G08580",0.701713231701336,856.97402762019
"1679","AT1G08600",1.75318256968094,1433.87619932772
"1684","AT1G08620",0.613006697992669,941.838492765365
"1690","AT1G08640",0.559591145608441,1277.8154585853
"1694","AT1G08650",0.949951553515963,781.001324506145
"1697","AT1G08660",0.3414305355141,720.27815451028
"1703","AT1G08680",0.279114395255302,946.047550384492
"1707","AT1G08700",0.444282064604862,856.989514665865
"1710","AT1G08710",0.537813119660693,232.261819158853
"1723","AT1G08750",0.229948204582985,404.024783679234
"1726","AT1G08760",0.325731298096483,727.680377244917
"1729","AT1G08770",3.85222935793254,279.196711168682
"1732","AT1G08780",0.376370529306087,663.611298761516
"1738","AT1G08800",0.903606596989182,514.237495884723
"1744","AT1G08820",0.321880931699827,1137.01070660177
"1747","AT1G08830",0.459651061766039,5534.09548885284
"1749","AT1G08840",0.408811031643443,284.623527763701
"1769","AT1G08910",0.635991726529965,639.609723676171
"1781","AT1G08960",0.360008417483895,271.114247839895
"1794","AT1G09000",0.711575536792319,136.580535436959
"1797","AT1G09010",0.318746278898578,1386.91156635267
"1800","AT1G09020",0.259534606468297,1379.45628323069
"1809","AT1G09050",2.1637002698912,113.535539995101
"1812","AT1G09060",0.282689812235636,1085.40542256275
"1815","AT1G09070",1.35292894139557,3559.43707994288
"1823","AT1G09100",0.450855676854253,891.501978891434
"1831","AT1G09130",0.569085030986166,2393.22297748825
"1834","AT1G09140",0.950796336346695,1311.97648088293
"1837","AT1G09150",0.332879897352225,1045.32669506516
"1841","AT1G09160",0.438482100374885,716.485304058258
"1851","AT1G09190",0.603543950062001,119.889910895893
"1853","AT1G09195",0.518183297895354,181.573337119096
"1855","AT1G09200",0.924134997938966,2051.44477027705
"1857","AT1G09210",0.725185911226023,4451.45127274498
"1863","AT1G09230",0.341937825074261,291.74054464067
"1876","AT1G09270",0.480985250202362,1764.91498900774
"1879","AT1G09280",0.413473578128763,464.043091983776
"1885","AT1G09300",0.402508699204128,246.283550394625
"1888","AT1G09310",1.38694401002023,1932.37478917272
"1891","AT1G09320",1.40666054275569,333.134508502636
"1894","AT1G09330",0.942987004679628,1123.89311839123
"1897","AT1G09340",1.53561898606635,2141.87071587124
"1951","AT1G09520",0.464414146873607,338.764962245167
"1955","AT1G09533",1.30951661294772,37.6748468013873
"1970","AT1G09580",0.782222957768464,355.013802816361
"1973","AT1G09590",0.639903542323125,4227.25142380313
"1982","AT1G09620",0.326495565224398,3323.59212380578
"1986","AT1G09630",0.494839869331655,632.540209556621
"1989","AT1G09640",0.360789045924562,4972.87350987803
"1995","AT1G09660",0.37066313339372,705.466066461834
"2004","AT1G09690",0.785600594034813,8205.73198605091
"2009","AT1G09710",0.705220647509226,182.78416322146
"2014","AT1G09730",0.28480621185212,996.975835069862
"2023","AT1G09760",0.489769944480169,1272.04931818198
"2026","AT1G09770",0.260916766733641,3512.80602875871
"2029","AT1G09780",0.720493951394205,3195.15898955966
"2035","AT1G09795",0.418092661033041,1809.24999250084
"2037","AT1G09800",0.540482622900829,155.935454352653
"2040","AT1G09810",0.690065887885047,336.577851089618
"2043","AT1G09815",0.683961598179224,628.051660100368
"2048","AT1G09830",0.469335360631556,715.856573954459
"2060","AT1G09870",0.258833843766425,913.880625472185
"2069","AT1G09900",0.574603501538823,383.393743543904
"2072","AT1G09910",0.513319877628862,478.955713816689
"2075","AT1G09920",0.39084695288685,635.831796211848
"2082","AT1G09940",5.655027478947,512.04999889709
"2090","AT1G09970",1.28860006086217,1756.67426115061
"2093","AT1G09980",0.623148762237221,932.78117191896
"2104","AT1G10050",0.866151865294885,197.483909347789
"2105","AT1G10060",1.46842406904852,209.945234795444
"2107","AT1G10090",2.01024205703198,461.320384017461
"2108","AT1G10095",0.499423534445692,143.985414700553
"2111","AT1G10120",0.480182832709716,528.212539619072
"2112","AT1G10130",0.38160039955396,968.854084710358
"2116","AT1G10160",0.906574984558428,190.395132566744
"2117","AT1G10170",1.8320269010845,1423.86977945165
"2124","AT1G10230",0.849829255524649,329.698881628332
"2125","AT1G10240",0.327480731303754,273.981209185948
"2128","AT1G10270",0.588906655585512,469.943933479087
"2130","AT1G10290",0.321268444315334,2288.11097404903
"2141","AT1G10390",0.295117330207168,2323.63608782414
"2144","AT1G10410",1.13475949157644,1000.23918616205
"2147","AT1G10430",0.283607610364004,604.481278108112
"2149","AT1G10450",0.464152194872412,849.668211043037
"2152","AT1G10470",0.960730468708134,741.864832550963
"2154","AT1G10490",0.531498986220514,662.975037835444
"2155","AT1G10500",0.848775182088851,783.046453706861
"2156","AT1G10510",0.515242822598264,875.073392889522
"2157","AT1G10520",0.585924444170985,58.2444704030471
"2158","AT1G10522",1.03363020249659,393.055573204552
"2164","AT1G10570",0.353687378010617,543.327446753624
"2165","AT1G10580",1.05977872393598,1276.20176867798
"2169","AT1G10590",0.407745918707691,2336.20137567219
"2170","AT1G10600",0.835649390906364,399.5217787839
"2171","AT1G10610",1.84093918844427,166.568740337709
"2173","AT1G10630",0.387429640739635,1736.96234982969
"2175","AT1G10650",1.31675841758477,516.292850403561
"2177","AT1G10660",6.33683354855461,836.469971469985
"2178","AT1G10670",0.584985772308196,5227.27416250856
"2181","AT1G10690",1.22900895563364,47.0740521327029
"2182","AT1G10700",1.26229027468333,319.603533729042
"2187","AT1G10720",0.879713635032738,570.149910871952
"2189","AT1G10740",5.16916672153089,689.636384142366
"2193","AT1G10760",0.900214523333973,4835.05077592078
"2195","AT1G10780",0.843831730251027,179.717261363324
"2201","AT1G10840",0.331130933191598,2836.44564589786
"2203","AT1G10865",0.945232692222634,242.402525848829
"2204","AT1G10870",0.346297112343534,726.927566153218
"2207","AT1G10890",0.615175248586698,923.288552919766
"2208","AT1G10900",0.796533563391396,420.515140897027
"2211","AT1G10930",0.615421558894121,545.43216944051
"2212","AT1G10940",1.0551336063411,1816.67813096675
"2213","AT1G10950",0.263912000775558,3734.44438926959
"2214","AT1G10960",1.02209332542292,1394.96277048514
"2215","AT1G10970",0.851823731317261,265.724360933076
"2220","AT1G11020",0.560303623069076,457.179614141314
"2225","AT1G11060",0.206644595447668,497.631631456893
"2238","AT1G11170",1.43740644941008,130.239852122873
"2239","AT1G11175",2.44122858195223,223.515499987444
"2240","AT1G11180",0.553765038867466,209.072184205928
"2247","AT1G11240",0.503922583041526,833.084689213202
"2249","AT1G11260",0.650332652776642,1515.08005397679
"2251","AT1G11270",0.515203852201181,85.2230608570892
"2252","AT1G11280",0.349584639912928,636.481266736694
"2253","AT1G11290",0.549751097497172,150.273588255231
"2256","AT1G11310",1.30476709082346,1405.8215440263
"2257","AT1G11320",0.443219085859247,120.850820770332
"2261","AT1G11360",0.499624266155823,758.99156862701
"2264","AT1G11380",2.21880663926768,257.489494790072
"2265","AT1G11390",2.12570164390045,470.322231218431
"2266","AT1G11400",1.83371411602678,495.230082030685
"2269","AT1G11430",0.690480028971666,1571.26518969122
"2274","AT1G11475",0.741368595829671,1024.68881220322
"2275","AT1G11480",2.67463705359668,1898.22016391403
"2298","AT1G11630",0.316555665601832,231.152184337888
"2300","AT1G11650",0.381610090496753,4245.40767501032
"2302","AT1G11660",1.34811252703453,1017.22195252588
"2304","AT1G11680",0.420274891405607,2130.35478714843
"2309","AT1G11720",0.538602140912797,766.20704368296
"2315","AT1G11760",0.448335626128755,307.716200963205
"2318","AT1G11780",0.700420019282818,261.363963684886
"2320","AT1G11790",0.611805685045097,367.609229609821
"2321","AT1G11800",0.645136936453883,298.016373174141
"2326","AT1G11840",0.441945945913584,9335.27332342229
"2328","AT1G11860",1.249308200643,6111.77520509605
"2329","AT1G11870",0.58227457101001,477.889029039215
"2331","AT1G11890",0.852310900794749,731.149866238144
"2333","AT1G11905",0.482171142427831,379.655369626762
"2334","AT1G11910",0.627254095179797,10461.871955833
"2338","AT1G11930",0.421358532229969,1403.63053364688
"2339","AT1G11940",0.623993608329204,234.917505520704
"2340","AT1G11950",0.647561737516836,297.633190435795
"2345","AT1G12000",0.687482865969953,2220.23763232036
"2360","AT1G12120",1.13998886942413,1120.12646035217
"2362","AT1G12140",0.938467563218801,536.846601490821
"2372","AT1G12230",0.502388437450602,1422.25687395508
"2373","AT1G12240",1.93708485028121,1818.10281390297
"2374","AT1G12244",0.52192783305747,149.407356373789
"2377","AT1G12270",0.433480083115569,1522.73401577624
"2386","AT1G12350",0.33731574331526,416.336906147751
"2387","AT1G12360",2.93797826417013,1439.77841669853
"2388","AT1G12370",3.88390141812187,177.046863448582
"2390","AT1G12390",1.19564902400579,357.100247858003
"2391","AT1G12400",0.408965202103191,183.227777729329
"2392","AT1G12410",0.527121830570794,1952.64860188701
"2394","AT1G12420",1.25527788440352,470.251746298014
"2396","AT1G12440",0.565877492083924,1879.2392182174
"2397","AT1G12450",6.29049911767896,318.722274053784
"2398","AT1G12460",0.846695738377861,334.006647669434
"2399","AT1G12470",0.177298885463349,1077.25374615296
"2405","AT1G12530",0.251056758143602,364.801967946878
"2407","AT1G12550",0.92309076737252,157.650499685684
"2415","AT1G12620",0.457354107692319,150.499391548695
